target_id	length	eff_length	est_counts	tpm
lpl2_a_DN3710_c0_g1_i4	588	413.282	0	0
lpl2_a_DN3710_c0_g3_i1	506	332.473	0	0
lpl2_a_DN3775_c0_g1_i1	902	726.4	0	0
lpl2_a_DN3775_c0_g2_i1	618	442.73	0	0
lpl2_a_DN3775_c0_g2_i2	1586	1410.4	0	0
lpl2_a_DN3759_c0_g1_i1	2864	2688.4	1	0.673545
lpl2_a_DN3752_c0_g1_i1	679	503.492	0	0
lpl2_a_DN3767_c0_g1_i1	1973	1797.4	3	3.0223
lpl2_a_DN3763_c0_g1_i1	1168	992.4	0	0
lpl2_a_DN3787_c0_g1_i1	1500	1324.4	1	1.36723
lpl2_a_DN3793_c0_g1_i1	1162	986.4	0	0
lpl2_a_DN3799_c0_g1_i2	659	483.534	0	0
lpl2_a_DN3798_c0_g2_i2	2677	2501.4	0	0
lpl2_a_DN3780_c0_g1_i1	533	358.884	0	0
lpl2_a_DN3780_c0_g2_i1	719	543.448	0	0
lpl2_a_DN3796_c0_g1_i1	970	794.4	0	0
lpl2_a_DN3736_c0_g1_i1	519	345.124	0	0
lpl2_a_DN3772_c0_g1_i1	1250	1074.4	1	1.68537
lpl2_a_DN3781_c0_g1_i1	1387	1211.4	0	0
lpl2_a_DN3797_c1_g1_i1	981	805.4	0	0
lpl2_a_DN3779_c0_g1_i1	537	362.884	0	0
lpl2_a_DN3747_c1_g1_i1	755	579.4	0	0
lpl2_a_DN3741_c1_g1_i1	857	681.4	0	0
lpl2_a_DN3782_c0_g1_i1	1141	965.4	0	0
lpl2_a_DN3776_c0_g1_i1	1081	905.4	0	0
lpl2_a_DN3771_c0_g2_i1	985	809.4	0	0
lpl2_a_DN3742_c0_g1_i3	3914	3738.4	0	0
lpl2_a_DN3791_c0_g1_i1	606	430.955	0	0
lpl2_a_DN3762_c0_g1_i1	1170	994.4	0	0
lpl2_a_DN3762_c0_g2_i1	573	398.56	0	0
lpl2_a_DN5_c0_g1_i2	14055	13879.4	903.58	117.884
lpl2_a_DN89_c0_g1_i3	1909	1733.4	7	7.3124
lpl2_a_DN89_c0_g2_i1	1124	948.4	0	0
lpl2_a_DN37_c0_g1_i1	7387	7211.4	138.103	34.6773
lpl2_a_DN75_c0_g1_i3	1818	1642.4	5.58751	6.16028
lpl2_a_DN75_c0_g2_i1	1471	1295.4	4.84473	6.77214
lpl2_a_DN96_c0_g1_i10	6907	6731.4	2.51249	0.675865
lpl2_a_DN96_c0_g1_i3	6952	6776.4	2.48751	0.664701
lpl2_a_DN96_c0_g2_i1	6437	6261.4	5	1.44597
lpl2_a_DN96_c0_g3_i1	947	771.4	0	0
lpl2_a_DN8_c0_g1_i1	1662	1486.4	0	0
lpl2_a_DN85_c0_g2_i1	2778	2602.4	0	0
lpl2_a_DN93_c0_g1_i2	3590	3414.4	4	2.12132
lpl2_a_DN93_c0_g2_i1	789	613.4	0	0
lpl2_a_DN10_c0_g1_i6	2288	2112.4	20	17.1441
lpl2_a_DN52_c0_g1_i1	745	569.4	0	0
lpl2_a_DN52_c0_g2_i1	635	459.615	0	0
lpl2_a_DN22_c0_g1_i32	703	527.448	2.04129	7.00786
lpl2_a_DN86_c0_g1_i1	15392	15216.4	34	4.04602
lpl2_a_DN47_c0_g1_i3	1024	848.4	5	10.6716
lpl2_a_DN55_c0_g1_i1	1469	1293.4	1	1.4
lpl2_a_DN55_c0_g2_i2	2679	2503.4	0	0
lpl2_a_DN38_c0_g1_i2	2502	2326.4	2.02838	1.57879
lpl2_a_DN38_c0_g1_i4	2569	2393.4	1.97162	1.49166
lpl2_a_DN51_c0_g1_i9	3183	3007.4	0	0
lpl2_a_DN68_c0_g1_i1	1272	1096.4	0	0
lpl2_a_DN68_c0_g2_i1	559	384.693	0	0
lpl2_a_DN44_c0_g1_i7	3132	2956.4	3016.52	1847.58
