target_id	length	eff_length	est_counts	tpm
lpl2_a_DN3710_c0_g1_i4	588	405.954	0	0
lpl2_a_DN3710_c0_g3_i1	506	326.364	3	12.5296
lpl2_a_DN3775_c0_g1_i1	902	717.186	0	0
lpl2_a_DN3775_c0_g2_i1	618	434.849	0	0
lpl2_a_DN3775_c0_g2_i2	1586	1401.13	1	0.97284
lpl2_a_DN3759_c0_g1_i1	2864	2679.13	2	1.01755
lpl2_a_DN3752_c0_g1_i1	679	494.973	0	0
lpl2_a_DN3767_c0_g1_i1	1973	1788.13	5	3.81145
lpl2_a_DN3763_c0_g1_i1	1168	983.129	0	0
lpl2_a_DN3787_c0_g1_i1	1500	1315.13	0	0
lpl2_a_DN3793_c0_g1_i1	1162	977.129	1	1.39498
lpl2_a_DN3799_c0_g1_i2	659	475.126	2	5.73774
lpl2_a_DN3798_c0_g2_i2	2677	2492.13	0	0
lpl2_a_DN3780_c0_g1_i1	533	352.442	0	0
lpl2_a_DN3780_c0_g2_i1	719	534.727	0	0
lpl2_a_DN3796_c0_g1_i1	970	785.129	3	5.20834
lpl2_a_DN3736_c0_g1_i1	519	338.884	0	0
lpl2_a_DN3772_c0_g1_i1	1250	1065.13	1	1.27973
lpl2_a_DN3781_c0_g1_i1	1387	1202.13	0	0
lpl2_a_DN3797_c1_g1_i1	981	796.129	0	0
lpl2_a_DN3779_c0_g1_i1	537	356.385	1	3.82473
lpl2_a_DN3747_c1_g1_i1	755	570.465	3	7.16822
lpl2_a_DN3741_c1_g1_i1	857	672.186	2	4.05564
lpl2_a_DN3782_c0_g1_i1	1141	956.129	0	0
lpl2_a_DN3776_c0_g1_i1	1081	896.129	1	1.52107
lpl2_a_DN3771_c0_g2_i1	985	800.129	1	1.70357
lpl2_a_DN3742_c0_g1_i3	3914	3729.13	4	1.46208
lpl2_a_DN3791_c0_g1_i1	606	423.361	0	0
lpl2_a_DN3762_c0_g1_i1	1170	985.129	4	5.5346
lpl2_a_DN3762_c0_g2_i1	573	391.368	1	3.48285
lpl2_a_DN5_c0_g1_i2	14055	13870.1	684.025	67.222
lpl2_a_DN89_c0_g1_i3	1909	1724.13	8	6.3247
lpl2_a_DN89_c0_g2_i1	1124	939.129	59	85.634
lpl2_a_DN37_c0_g1_i1	7387	7202.13	85	16.0871
lpl2_a_DN75_c0_g1_i3	1818	1633.13	19	15.8582
lpl2_a_DN75_c0_g2_i1	1471	1286.13	0	0
lpl2_a_DN96_c0_g1_i10	6907	6722.13	19.0782	3.86856
lpl2_a_DN96_c0_g1_i3	6952	6767.13	26.9218	5.42275
lpl2_a_DN96_c0_g2_i1	6437	6252.13	13	2.83423
lpl2_a_DN96_c0_g3_i1	947	762.129	0	0
lpl2_a_DN8_c0_g1_i1	1662	1477.13	15	13.8418
lpl2_a_DN85_c0_g2_i1	2778	2593.13	14.1453	7.43546
lpl2_a_DN93_c0_g1_i2	3590	3405.13	14	5.6042
lpl2_a_DN93_c0_g2_i1	789	604.237	2	4.51172
lpl2_a_DN10_c0_g1_i6	2288	2103.13	660	427.757
lpl2_a_DN52_c0_g1_i1	745	560.555	1	2.43165
lpl2_a_DN52_c0_g2_i1	635	451.53	17	51.3194
lpl2_a_DN22_c0_g1_i32	703	518.852	8.67227	22.7829
lpl2_a_DN86_c0_g1_i1	15392	15207.1	54	4.84023
lpl2_a_DN47_c0_g1_i3	1024	839.129	5	8.12196
