target_id	length	eff_length	est_counts	tpm
lpl2_a_DN3710_c0_g1_i4	588	414.763	0	0
lpl2_a_DN3710_c0_g3_i1	506	334.088	1	6.66298
lpl2_a_DN3775_c0_g1_i1	902	727.843	0	0
lpl2_a_DN3775_c0_g2_i1	618	444.585	0	0
lpl2_a_DN3775_c0_g2_i2	1586	1411.84	0	0
lpl2_a_DN3759_c0_g1_i1	2864	2689.84	0	0
lpl2_a_DN3752_c0_g1_i1	679	505.151	0	0
lpl2_a_DN3767_c0_g1_i1	1973	1798.84	1	1.23747
lpl2_a_DN3763_c0_g1_i1	1168	993.843	0	0
lpl2_a_DN3787_c0_g1_i1	1500	1325.84	1	1.67895
lpl2_a_DN3793_c0_g1_i1	1162	987.843	0	0
lpl2_a_DN3799_c0_g1_i2	659	485.234	0	0
lpl2_a_DN3798_c0_g2_i2	2677	2502.84	2	1.77879
lpl2_a_DN3780_c0_g1_i1	533	360.448	0	0
lpl2_a_DN3780_c0_g2_i1	719	544.935	0	0
lpl2_a_DN3796_c0_g1_i1	970	795.843	0	0
lpl2_a_DN3736_c0_g1_i1	519	346.776	0	0
lpl2_a_DN3772_c0_g1_i1	1250	1075.84	0	0
lpl2_a_DN3781_c0_g1_i1	1387	1212.84	0	0
lpl2_a_DN3797_c1_g1_i1	981	806.843	1	2.75892
lpl2_a_DN3779_c0_g1_i1	537	364.448	0	0
lpl2_a_DN3747_c1_g1_i1	755	580.843	0	0
lpl2_a_DN3741_c1_g1_i1	857	682.843	0	0
lpl2_a_DN3782_c0_g1_i1	1141	966.843	0	0
lpl2_a_DN3776_c0_g1_i1	1081	906.843	1	2.45469
lpl2_a_DN3771_c0_g2_i1	985	810.843	0	0
lpl2_a_DN3742_c0_g1_i3	3914	3739.84	0	0
lpl2_a_DN3791_c0_g1_i1	606	432.621	0	0
lpl2_a_DN3762_c0_g1_i1	1170	995.843	0	0
lpl2_a_DN3762_c0_g2_i1	573	399.864	0	0
lpl2_a_DN5_c0_g1_i2	14055	13880.8	13	2.08476
lpl2_a_DN89_c0_g1_i3	1909	1734.84	1	1.28312
lpl2_a_DN89_c0_g2_i1	1124	949.843	0	0
lpl2_a_DN37_c0_g1_i1	7387	7212.84	4	1.23448
lpl2_a_DN75_c0_g1_i3	1818	1643.84	0	0
