target_id	length	eff_length	est_counts	tpm
lpl2_a_DN3710_c0_g1_i4	588	408.434	0	0
lpl2_a_DN3710_c0_g3_i1	506	328.165	0	0
lpl2_a_DN3775_c0_g1_i1	902	721.359	0	0
lpl2_a_DN3775_c0_g2_i1	618	438.084	0	0
lpl2_a_DN3775_c0_g2_i2	1586	1405.29	1	1.85789
lpl2_a_DN3759_c0_g1_i1	2864	2683.29	1	0.973012
lpl2_a_DN3752_c0_g1_i1	679	498.669	1	5.23569
lpl2_a_DN3767_c0_g1_i1	1973	1792.29	1	1.45672
lpl2_a_DN3763_c0_g1_i1	1168	987.295	0	0
lpl2_a_DN3787_c0_g1_i1	1500	1319.29	0	0
lpl2_a_DN3793_c0_g1_i1	1162	981.295	0	0
lpl2_a_DN3799_c0_g1_i2	659	478.749	0	0
lpl2_a_DN3798_c0_g2_i2	2677	2496.29	0	0
lpl2_a_DN3780_c0_g1_i1	533	354.331	0	0
lpl2_a_DN3780_c0_g2_i1	719	538.5	0	0
lpl2_a_DN3796_c0_g1_i1	970	789.295	0	0
lpl2_a_DN3736_c0_g1_i1	519	340.532	0	0
lpl2_a_DN3772_c0_g1_i1	1250	1069.29	0	0
lpl2_a_DN3781_c0_g1_i1	1387	1206.29	0	0
lpl2_a_DN3797_c1_g1_i1	981	800.295	0	0
lpl2_a_DN3779_c0_g1_i1	537	358.243	2	14.576
lpl2_a_DN3747_c1_g1_i1	755	574.41	1	4.54532
lpl2_a_DN3741_c1_g1_i1	857	676.359	1	3.8602
lpl2_a_DN3782_c0_g1_i1	1141	960.295	0	0
lpl2_a_DN3776_c0_g1_i1	1081	900.295	0	0
lpl2_a_DN3771_c0_g2_i1	985	804.295	0	0
lpl2_a_DN3742_c0_g1_i3	3914	3733.29	0	0
lpl2_a_DN3791_c0_g1_i1	606	426.296	0	0
lpl2_a_DN3762_c0_g1_i1	1170	989.295	0	0
lpl2_a_DN3762_c0_g2_i1	573	393.663	0	0
lpl2_a_DN5_c0_g1_i2	14055	13874.3	105.186	19.7941
lpl2_a_DN89_c0_g1_i3	1909	1728.29	4	6.04267
lpl2_a_DN89_c0_g2_i1	1124	943.295	0	0
lpl2_a_DN37_c0_g1_i1	7387	7206.29	13	4.70997
lpl2_a_DN75_c0_g1_i3	1818	1637.29	0	0
lpl2_a_DN75_c0_g2_i1	1471	1290.29	0	0
lpl2_a_DN96_c0_g1_i10	6907	6726.29	2	0.77632
lpl2_a_DN96_c0_g1_i3	6952	6771.29	0	0
lpl2_a_DN96_c0_g2_i1	6437	6256.29	1	0.41732
lpl2_a_DN96_c0_g3_i1	947	766.359	0	0
lpl2_a_DN8_c0_g1_i1	1662	1481.29	0	0
lpl2_a_DN85_c0_g2_i1	2778	2597.29	0	0
lpl2_a_DN93_c0_g1_i2	3590	3409.29	2	1.53162
lpl2_a_DN93_c0_g2_i1	789	608.41	0	0
lpl2_a_DN10_c0_g1_i6	2288	2107.29	40	49.5589
lpl2_a_DN52_c0_g1_i1	745	564.41	0	0
lpl2_a_DN52_c0_g2_i1	635	454.865	4	22.9596
lpl2_a_DN22_c0_g1_i32	703	522.586	2.33477	11.6647
lpl2_a_DN86_c0_g1_i1	15392	15211.3	17	2.91789
lpl2_a_DN47_c0_g1_i3	1024	843.295	0	0
lpl2_a_DN55_c0_g1_i1	1469	1288.29	0	0
lpl2_a_DN55_c0_g2_i2	2679	2498.29	1	1.04506
lpl2_a_DN38_c0_g1_i2	2502	2321.29	3	3.37425
lpl2_a_DN38_c0_g1_i4	2569	2388.29	6.1755e-08	6.75104e-08
lpl2_a_DN51_c0_g1_i9	3183	3002.29	1	0.869628
lpl2_a_DN68_c0_g1_i1	1272	1091.29	1	2.39246
lpl2_a_DN68_c0_g2_i1	559	379.726	0	0
lpl2_a_DN44_c0_g1_i7	3132	2951.29	3282.8	2904.14
lpl2_a_DN18_c0_g1_i8	6303	6122.29	53.6758	22.8903
lpl2_a_DN46_c0_g1_i1	945	764.359	0	0
lpl2_a_DN46_c0_g4_i1	2470	2289.29	2	2.28095
lpl2_a_DN2_c0_g1_i2	2818	2637.29	1	0.989984
lpl2_a_DN94_c0_g2_i1	2961	2780.29	0	0
lpl2_a_DN94_c0_g3_i1	850	669.359	0	0
lpl2_a_DN36_c0_g1_i1	2156	1975.29	2	2.64353
