target_id	length	eff_length	est_counts	tpm
lpl2_a_DN3710_c0_g1_i4	588	395.279	12	8.13707
lpl2_a_DN3710_c0_g3_i1	506	315.798	15	12.7313
lpl2_a_DN3775_c0_g1_i1	902	707.412	37	14.0191
lpl2_a_DN3775_c0_g2_i1	618	424.869	8.42334	5.31399
lpl2_a_DN3775_c0_g2_i2	1586	1391.41	37.5767	7.23858
lpl2_a_DN3759_c0_g1_i1	2864	2669.41	62	6.2254
lpl2_a_DN3752_c0_g1_i1	679	485.1	14	7.73549
lpl2_a_DN3767_c0_g1_i1	1973	1778.41	71	10.7008
lpl2_a_DN3763_c0_g1_i1	1168	973.412	31	8.53603
lpl2_a_DN3787_c0_g1_i1	1500	1305.41	32	6.57042
lpl2_a_DN3793_c0_g1_i1	1162	967.412	28	7.75778
lpl2_a_DN3799_c0_g1_i2	659	465.281	25	14.4018
lpl2_a_DN3798_c0_g2_i2	2677	2482.41	82	8.85383
lpl2_a_DN3780_c0_g1_i1	533	341.823	6	4.70479
lpl2_a_DN3780_c0_g2_i1	719	524.829	18	9.19276
lpl2_a_DN3796_c0_g1_i1	970	775.412	13	4.49368
lpl2_a_DN3736_c0_g1_i1	519	328.398	11	8.97807
lpl2_a_DN3772_c0_g1_i1	1250	1055.41	24	6.09509
lpl2_a_DN3781_c0_g1_i1	1387	1192.41	28	6.29394
lpl2_a_DN3797_c1_g1_i1	981	786.412	17	5.79415
lpl2_a_DN3779_c0_g1_i1	537	345.716	16	12.4048
lpl2_a_DN3747_c1_g1_i1	755	560.744	19	9.08196
lpl2_a_DN3741_c1_g1_i1	857	662.412	19	7.68806
lpl2_a_DN3782_c0_g1_i1	1141	946.412	33	9.34598
lpl2_a_DN3776_c0_g1_i1	1081	886.412	33	9.9786
lpl2_a_DN3771_c0_g2_i1	985	790.412	36	12.2079
lpl2_a_DN3742_c0_g1_i3	3914	3719.41	95	6.84605
lpl2_a_DN3791_c0_g1_i1	606	413.031	14	9.08525
lpl2_a_DN3762_c0_g1_i1	1170	975.412	36	9.89249
lpl2_a_DN3762_c0_g2_i1	573	380.612	21	14.7886
lpl2_a_DN5_c0_g1_i2	14055	13860.4	10450.4	202.091
lpl2_a_DN89_c0_g1_i3	1909	1714.41	446	69.7286
lpl2_a_DN89_c0_g2_i1	1124	929.412	128	36.9141
lpl2_a_DN37_c0_g1_i1	7387	7192.41	2269.52	84.5765
lpl2_a_DN75_c0_g1_i3	1818	1623.41	124.056	20.4824
lpl2_a_DN75_c0_g2_i1	1471	1276.41	84.4164	17.7267
lpl2_a_DN96_c0_g1_i10	6907	6712.41	454.7	18.1567
lpl2_a_DN96_c0_g1_i3	6952	6757.41	478.206	18.9682
lpl2_a_DN96_c0_g2_i1	6437	6242.41	507	21.7694
lpl2_a_DN96_c0_g3_i1	947	752.412	27	9.61832
lpl2_a_DN8_c0_g1_i1	1662	1467.41	416.806	76.133
lpl2_a_DN85_c0_g2_i1	2778	2583.41	147.778	15.3323
lpl2_a_DN93_c0_g1_i2	3590	3395.41	666	52.5742
lpl2_a_DN93_c0_g2_i1	789	594.701	15	6.76058
lpl2_a_DN10_c0_g1_i6	2288	2093.41	4650	595.373
