target_id	length	eff_length	est_counts	tpm
lpl2_a_DN3710_c0_g1_i4	588	418.201	0	0
lpl2_a_DN3710_c0_g3_i1	506	337.385	0	0
lpl2_a_DN3775_c0_g1_i1	902	731.909	0	0
lpl2_a_DN3775_c0_g2_i1	618	448.061	0	0
lpl2_a_DN3775_c0_g2_i2	1586	1415.91	0	0
lpl2_a_DN3759_c0_g1_i1	2864	2693.91	0	0
lpl2_a_DN3752_c0_g1_i1	679	508.909	0	0
lpl2_a_DN3767_c0_g1_i1	1973	1802.91	1	2.0117
lpl2_a_DN3763_c0_g1_i1	1168	997.909	0	0
lpl2_a_DN3787_c0_g1_i1	1500	1329.91	0	0
lpl2_a_DN3793_c0_g1_i1	1162	991.909	0	0
lpl2_a_DN3799_c0_g1_i2	659	488.987	0	0
lpl2_a_DN3798_c0_g2_i2	2677	2506.91	0	0
lpl2_a_DN3780_c0_g1_i1	533	363.941	0	0
lpl2_a_DN3780_c0_g2_i1	719	548.909	2	13.215
lpl2_a_DN3796_c0_g1_i1	970	799.909	0	0
lpl2_a_DN3736_c0_g1_i1	519	350.111	0	0
lpl2_a_DN3772_c0_g1_i1	1250	1079.91	0	0
lpl2_a_DN3781_c0_g1_i1	1387	1216.91	0	0
lpl2_a_DN3797_c1_g1_i1	981	810.909	0	0
lpl2_a_DN3779_c0_g1_i1	537	367.941	0	0
lpl2_a_DN3747_c1_g1_i1	755	584.909	0	0
lpl2_a_DN3741_c1_g1_i1	857	686.909	0	0
lpl2_a_DN3782_c0_g1_i1	1141	970.909	0	0
lpl2_a_DN3776_c0_g1_i1	1081	910.909	0	0
lpl2_a_DN3771_c0_g2_i1	985	814.909	0	0
lpl2_a_DN3742_c0_g1_i3	3914	3743.91	0	0
lpl2_a_DN3791_c0_g1_i1	606	436.132	0	0
lpl2_a_DN3762_c0_g1_i1	1170	999.909	0	0
lpl2_a_DN3762_c0_g2_i1	573	403.201	0	0
lpl2_a_DN5_c0_g1_i2	14055	13884.9	80	20.8969
lpl2_a_DN89_c0_g1_i3	1909	1738.91	0	0
lpl2_a_DN89_c0_g2_i1	1124	953.909	0	0
lpl2_a_DN37_c0_g1_i1	7387	7216.91	6	3.01534
lpl2_a_DN75_c0_g1_i3	1818	1647.91	0	0
lpl2_a_DN75_c0_g2_i1	1471	1300.91	0	0
