target_id	length	eff_length	est_counts	tpm
lpl2_a_DN3710_c0_g1_i4	588	406.744	0	0
lpl2_a_DN3710_c0_g3_i1	506	326.301	1	3.60538
lpl2_a_DN3775_c0_g1_i1	902	720.28	0	0
lpl2_a_DN3775_c0_g2_i1	618	436.594	0	0
lpl2_a_DN3775_c0_g2_i2	1586	1404.28	0	0
lpl2_a_DN3759_c0_g1_i1	2864	2682.28	0	0
lpl2_a_DN3752_c0_g1_i1	679	497.38	0	0
lpl2_a_DN3767_c0_g1_i1	1973	1791.28	1	0.656758
lpl2_a_DN3763_c0_g1_i1	1168	986.28	0	0
lpl2_a_DN3787_c0_g1_i1	1500	1318.28	0	0
lpl2_a_DN3793_c0_g1_i1	1162	980.28	0	0
lpl2_a_DN3799_c0_g1_i2	659	477.47	1	2.4639
lpl2_a_DN3798_c0_g2_i2	2677	2495.28	2	0.942931
lpl2_a_DN3780_c0_g1_i1	533	352.562	0	0
lpl2_a_DN3780_c0_g2_i1	719	537.332	0	0
lpl2_a_DN3796_c0_g1_i1	970	788.28	0	0
lpl2_a_DN3736_c0_g1_i1	519	338.971	0	0
lpl2_a_DN3772_c0_g1_i1	1250	1068.28	0	0
lpl2_a_DN3781_c0_g1_i1	1387	1205.28	0	0
lpl2_a_DN3797_c1_g1_i1	981	799.28	0	0
lpl2_a_DN3779_c0_g1_i1	537	356.466	0	0
lpl2_a_DN3747_c1_g1_i1	755	573.332	0	0
lpl2_a_DN3741_c1_g1_i1	857	675.28	0	0
lpl2_a_DN3782_c0_g1_i1	1141	959.28	0	0
lpl2_a_DN3776_c0_g1_i1	1081	899.28	0	0
lpl2_a_DN3771_c0_g2_i1	985	803.28	0	0
lpl2_a_DN3742_c0_g1_i3	3914	3732.28	0	0
lpl2_a_DN3791_c0_g1_i1	606	424.594	0	0
lpl2_a_DN3762_c0_g1_i1	1170	988.28	0	0
lpl2_a_DN3762_c0_g2_i1	573	391.853	0	0
lpl2_a_DN5_c0_g1_i2	14055	13873.3	388.124	32.9125
lpl2_a_DN89_c0_g1_i3	1909	1727.28	0	0
lpl2_a_DN89_c0_g2_i1	1124	942.28	0	0
lpl2_a_DN37_c0_g1_i1	7387	7205.28	39	6.3677
lpl2_a_DN75_c0_g1_i3	1818	1636.28	0	0
lpl2_a_DN75_c0_g2_i1	1471	1289.28	0	0
lpl2_a_DN96_c0_g1_i10	6907	6725.28	3.61154	0.631759
lpl2_a_DN96_c0_g1_i3	6952	6770.28	5.38846	0.936325
lpl2_a_DN96_c0_g2_i1	6437	6255.28	0	0
lpl2_a_DN96_c0_g3_i1	947	765.28	0	0
lpl2_a_DN8_c0_g1_i1	1662	1480.28	3	2.38422
lpl2_a_DN85_c0_g2_i1	2778	2596.28	0	0
lpl2_a_DN93_c0_g1_i2	3590	3408.28	3	1.03551
lpl2_a_DN93_c0_g2_i1	789	607.28	0	0
lpl2_a_DN10_c0_g1_i6	2288	2106.28	77	43.0074
lpl2_a_DN52_c0_g1_i1	745	563.332	1	2.08836
