target_id	length	eff_length	est_counts	tpm
lpl2_a_DN3710_c0_g1_i4	588	407.329	0	0
lpl2_a_DN3710_c0_g3_i1	506	327.275	0	0
lpl2_a_DN3775_c0_g1_i1	902	719.457	0	0
lpl2_a_DN3775_c0_g2_i1	618	436.839	0	0
lpl2_a_DN3775_c0_g2_i2	1586	1403.46	0	0
lpl2_a_DN3759_c0_g1_i1	2864	2681.46	0	0
lpl2_a_DN3752_c0_g1_i1	679	497.219	0	0
lpl2_a_DN3767_c0_g1_i1	1973	1790.46	1	1.29019
lpl2_a_DN3763_c0_g1_i1	1168	985.457	1	2.34413
lpl2_a_DN3787_c0_g1_i1	1500	1317.46	0	0
lpl2_a_DN3793_c0_g1_i1	1162	979.457	0	0
lpl2_a_DN3799_c0_g1_i2	659	477.438	0	0
lpl2_a_DN3798_c0_g2_i2	2677	2494.46	0	0
lpl2_a_DN3780_c0_g1_i1	533	353.517	0	0
lpl2_a_DN3780_c0_g2_i1	719	536.898	0	0
lpl2_a_DN3796_c0_g1_i1	970	787.457	0	0
lpl2_a_DN3736_c0_g1_i1	519	339.826	0	0
lpl2_a_DN3772_c0_g1_i1	1250	1067.46	0	0
lpl2_a_DN3781_c0_g1_i1	1387	1204.46	0	0
lpl2_a_DN3797_c1_g1_i1	981	798.457	1	2.89312
lpl2_a_DN3779_c0_g1_i1	537	357.453	0	0
lpl2_a_DN3747_c1_g1_i1	755	572.85	0	0
lpl2_a_DN3741_c1_g1_i1	857	674.64	0	0
lpl2_a_DN3782_c0_g1_i1	1141	958.457	0	0
lpl2_a_DN3776_c0_g1_i1	1081	898.457	0	0
lpl2_a_DN3771_c0_g2_i1	985	802.457	0	0
lpl2_a_DN3742_c0_g1_i3	3914	3731.46	0	0
lpl2_a_DN3791_c0_g1_i1	606	425.069	0	0
lpl2_a_DN3762_c0_g1_i1	1170	987.457	1	2.33938
lpl2_a_DN3762_c0_g2_i1	573	392.544	1	5.88478
lpl2_a_DN5_c0_g1_i2	14055	13872.5	80	13.3216
lpl2_a_DN89_c0_g1_i3	1909	1726.46	0	0
lpl2_a_DN89_c0_g2_i1	1124	941.457	0	0
lpl2_a_DN37_c0_g1_i1	7387	7204.46	4	1.28256
lpl2_a_DN75_c0_g1_i3	1818	1635.46	0	0
lpl2_a_DN75_c0_g2_i1	1471	1288.46	0	0
lpl2_a_DN96_c0_g1_i10	6907	6724.46	1.96745	0.675875
lpl2_a_DN96_c0_g1_i3	6952	6769.46	0.0325453	0.0111059
lpl2_a_DN96_c0_g2_i1	6437	6254.46	1	0.369342
lpl2_a_DN96_c0_g3_i1	947	764.457	0	0
lpl2_a_DN8_c0_g1_i1	1662	1479.46	2	3.12282
lpl2_a_DN85_c0_g2_i1	2778	2595.46	0	0
lpl2_a_DN93_c0_g1_i2	3590	3407.46	2	1.35587
lpl2_a_DN93_c0_g2_i1	789	606.695	0	0
lpl2_a_DN10_c0_g1_i6	2288	2105.46	22	24.1377
lpl2_a_DN52_c0_g1_i1	745	562.85	0	0
lpl2_a_DN52_c0_g2_i1	635	453.479	0	0
lpl2_a_DN22_c0_g1_i32	703	521.039	1.01104	4.48246
lpl2_a_DN86_c0_g1_i1	15392	15209.5	11	1.6707
lpl2_a_DN47_c0_g1_i3	1024	841.457	0	0
lpl2_a_DN55_c0_g1_i1	1469	1286.46	0	0
lpl2_a_DN55_c0_g2_i2	2679	2496.46	0	0
lpl2_a_DN38_c0_g1_i2	2502	2319.46	1	0.995938
lpl2_a_DN38_c0_g1_i4	2569	2386.46	2.4781e-08	2.39874e-08
lpl2_a_DN51_c0_g1_i9	3183	3000.46	4	3.07958
lpl2_a_DN68_c0_g1_i1	1272	1089.46	0	0
lpl2_a_DN68_c0_g2_i1	559	378.924	0	0
lpl2_a_DN44_c0_g1_i7	3132	2949.46	1339.82	1049.35
lpl2_a_DN18_c0_g1_i8	6303	6120.46	100.648	37.9875
lpl2_a_DN46_c0_g1_i1	945	762.457	0	0
lpl2_a_DN46_c0_g4_i1	2470	2287.46	0	0
lpl2_a_DN2_c0_g1_i2	2818	2635.46	2	1.75304
lpl2_a_DN94_c0_g2_i1	2961	2778.46	2	1.66282
lpl2_a_DN94_c0_g3_i1	850	667.64	0	0
lpl2_a_DN36_c0_g1_i1	2156	1973.46	0	0
lpl2_a_DN36_c0_g2_i1	3414	3231.46	0	0
lpl2_a_DN26_c0_g1_i1	2852	2669.46	0	0
lpl2_a_DN26_c0_g2_i1	2924	2741.46	1	0.842631
lpl2_a_DN14_c0_g1_i28	1661	1478.46	2.56087	4.00127
lpl2_a_DN14_c2_g1_i1	1535	1352.46	7.02134	11.9926
lpl2_a_DN7_c0_g1_i3	1170	987.457	4.47411	10.4666
lpl2_a_DN87_c0_g1_i2	2020	1837.46	0	0
lpl2_a_DN87_c0_g1_i3	3115	2932.46	1	0.787748
lpl2_a_DN87_c0_g2_i1	637	455.479	0	0
lpl2_a_DN87_c1_g1_i1	1200	1017.46	0	0
lpl2_a_DN87_c1_g2_i1	605	424.069	0	0
lpl2_a_DN97_c0_g1_i4	11321	11138.5	1	0.207393
lpl2_a_DN97_c0_g1_i5	3637	3454.46	2	1.33742
lpl2_a_DN84_c0_g1_i1	744	561.85	0	0
lpl2_a_DN12_c0_g1_i2	585	404.402	26.8736	153.508
lpl2_a_DN28_c0_g1_i4	5108	4925.46	6.47517	3.03685
lpl2_a_DN28_c1_g1_i1	12541	12358.5	14.2864	2.67041
lpl2_a_DN57_c0_g1_i1	579	398.438	1	5.79774
lpl2_a_DN34_c0_g1_i1	2565	2382.46	1	0.969602
lpl2_a_DN34_c0_g2_i1	1086	903.457	0	0
lpl2_a_DN66_c0_g1_i1	1380	1197.46	0	0
lpl2_a_DN66_c0_g2_i1	1142	959.457	1	2.40765
lpl2_a_DN95_c0_g1_i4	6191	6008.46	0	0
lpl2_a_DN95_c0_g2_i1	4030	3847.46	1	0.600406
lpl2_a_DN92_c0_g1_i2	1124	941.457	0	0
lpl2_a_DN92_c0_g1_i3	882	699.457	0	0
lpl2_a_DN92_c1_g1_i1	2627	2444.46	1	0.94501
lpl2_a_DN92_c1_g1_i3	1089	906.457	0	0
lpl2_a_DN92_c1_g1_i4	811	628.64	0	0
lpl2_a_DN92_c1_g2_i1	968	785.457	0	0
lpl2_a_DN70_c0_g1_i2	777	594.695	0	0
lpl2_a_DN70_c0_g1_i8	767	584.747	1.0591	4.18395
lpl2_a_DN27_c0_g1_i11	4502	4319.46	0	0
lpl2_a_DN27_c0_g1_i3	3636	3453.46	2	1.33781
lpl2_a_DN27_c1_g1_i1	1126	943.457	0	0
lpl2_a_DN39_c0_g1_i6	3649	3466.46	5	3.33198
lpl2_a_DN74_c0_g1_i1	1099	916.457	2	5.04123
lpl2_a_DN74_c0_g2_i1	1698	1515.46	2	3.04863
lpl2_a_DN42_c0_g1_i12	4028	3845.46	1	0.600718
lpl2_a_DN42_c1_g1_i7	8141	7958.46	5	1.45131
lpl2_a_DN91_c1_g1_i1	696	514.039	3	13.4817
lpl2_a_DN4_c0_g1_i1	3444	3261.46	5	3.54142
lpl2_a_DN54_c0_g1_i2	1644	1461.46	0	0
lpl2_a_DN54_c0_g1_i3	1663	1480.46	0	0
lpl2_a_DN31_c0_g1_i14	1042	859.457	27.0196	72.623
lpl2_a_DN31_c0_g1_i15	780	597.695	33.1156	127.989
lpl2_a_DN64_c0_g1_i3	2674	2491.46	1	0.927183
lpl2_a_DN48_c0_g1_i2	1280	1097.46	0	0
lpl2_a_DN48_c0_g1_i4	844	661.64	0	0
lpl2_a_DN24_c0_g1_i2	1458	1275.46	3	5.43343
lpl2_a_DN24_c1_g1_i1	522	342.735	0	0
lpl2_a_DN65_c0_g1_i1	4401	4218.46	0	0
lpl2_a_DN65_c0_g2_i2	5288	5105.46	0	0
lpl2_a_DN49_c0_g2_i1	2748	2565.46	0	0
lpl2_a_DN49_c0_g3_i2	2464	2281.46	0	0
lpl2_a_DN72_c0_g1_i1	503	324.275	0	0
lpl2_a_DN67_c0_g1_i1	1283	1100.46	2	4.19832
lpl2_a_DN60_c0_g1_i1	1605	1422.46	0	0
lpl2_a_DN60_c0_g2_i1	2298	2115.46	0	0
lpl2_a_DN53_c0_g1_i2	648	466.438	1	4.95251
lpl2_a_DN69_c0_g1_i3	4357	4174.46	2	1.10675
lpl2_a_DN29_c0_g1_i3	4006	3823.46	3	1.81252
lpl2_a_DN29_c1_g1_i1	2217	2034.46	1	1.13546
lpl2_a_DN29_c1_g2_i1	2705	2522.46	0	0
lpl2_a_DN56_c0_g1_i6	6402	6219.46	2.99404	1.11205
lpl2_a_DN9_c0_g1_i1	819	636.64	15	54.4272
lpl2_a_DN9_c0_g1_i2	1141	958.457	0	0
lpl2_a_DN82_c0_g1_i3	7395	7212.46	4	1.28114
lpl2_a_DN82_c1_g1_i1	2229	2046.46	2	2.2576
lpl2_a_DN82_c1_g2_i1	1122	939.457	0	0
lpl2_a_DN6_c0_g1_i3	4846	4663.46	0	0
lpl2_a_DN6_c0_g1_i6	4904	4721.46	0	0
lpl2_a_DN83_c0_g1_i5	2255	2072.46	0	0
lpl2_a_DN83_c0_g1_i6	2084	1901.46	0	0
lpl2_a_DN99_c0_g2_i2	8398	8215.46	1	0.281182
lpl2_a_DN98_c0_g1_i2	1435	1252.46	0	0
lpl2_a_DN98_c0_g1_i4	1535	1352.46	0	0
lpl2_a_DN0_c0_g1_i1	2661	2478.46	10.8343	10.098
lpl2_a_DN0_c0_g1_i4	2716	2533.46	1.48774e-05	1.35654e-05
lpl2_a_DN19_c0_g1_i2	2848	2665.46	0	0
lpl2_a_DN13_c0_g1_i14	7766	7583.46	2.7367	0.833641
lpl2_a_DN13_c0_g1_i19	3737	3554.46	196.923	127.98
lpl2_a_DN13_c0_g1_i24	4572	4389.46	562.911	296.243
lpl2_a_DN3_c0_g1_i6	3153	2970.46	0	0
lpl2_a_DN15_c0_g1_i12	636	454.479	0	0
lpl2_a_DN15_c0_g1_i3	601	420.107	0	0
lpl2_a_DN15_c0_g1_i5	521	341.735	41.8606	282.967
lpl2_a_DN43_c0_g1_i1	1081	898.457	2	5.14223
lpl2_a_DN90_c0_g1_i2	2048	1865.46	0	0
lpl2_a_DN90_c0_g2_i1	525	345.642	0	0
lpl2_a_DN17_c0_g1_i1	640	458.479	0	0
lpl2_a_DN63_c0_g1_i10	4763	4580.46	0	0
lpl2_a_DN63_c0_g1_i13	669	487.395	0	0
lpl2_a_DN23002_c0_g1_i1	802	619.64	0	0
lpl2_a_DN23029_c0_g1_i1	1107	924.457	1	2.4988
lpl2_a_DN23088_c0_g1_i1	554	374.025	0	0
lpl2_a_DN23063_c0_g1_i1	746	563.85	0	0
lpl2_a_DN23001_c0_g1_i1	544	364.324	0	0
lpl2_a_DN23087_c0_g1_i1	634	452.52	0	0
lpl2_a_DN23083_c0_g1_i1	563	382.856	0	0
lpl2_a_DN23032_c0_g1_i1	1249	1066.46	0	0
lpl2_a_DN23017_c0_g1_i1	675	493.307	0	0
lpl2_a_DN23067_c0_g1_i1	818	635.64	0	0
lpl2_a_DN23040_c0_g1_i1	728	545.85	2.55495	10.8125
lpl2_a_DN23049_c0_g1_i1	1375	1192.46	1	1.93721
lpl2_a_DN23094_c0_g1_i1	536	356.453	0	0
lpl2_a_DN23008_c0_g1_i1	1178	995.457	2	4.64116
lpl2_a_DN23091_c0_g1_i1	913	730.457	0	0
lpl2_a_DN23072_c0_g1_i1	861	678.64	0	0
lpl2_a_DN23075_c0_g1_i1	1827	1644.46	0	0
lpl2_a_DN23082_c0_g1_i1	1626	1443.46	0	0
lpl2_a_DN4674_c0_g2_i1	921	738.457	0	0
lpl2_a_DN4673_c0_g2_i1	549	369.225	0	0
lpl2_a_DN4660_c0_g1_i1	557	376.958	0	0
lpl2_a_DN4646_c0_g1_i1	1258	1075.46	1	2.14796
lpl2_a_DN1459_c0_g1_i1	774	591.695	0	0
lpl2_a_DN1412_c0_g2_i1	1771	1588.46	0	0
lpl2_a_DN1412_c0_g3_i1	619	437.839	0	0
lpl2_a_DN1454_c0_g1_i2	1204	1021.46	0	0
lpl2_a_DN1456_c0_g2_i1	1115	932.457	0	0
lpl2_a_DN1416_c0_g1_i1	664	482.438	0	0
lpl2_a_DN1489_c0_g2_i1	869	686.457	0	0
lpl2_a_DN1481_c0_g1_i1	616	434.878	0	0
lpl2_a_DN1430_c1_g1_i1	891	708.457	0	0
lpl2_a_DN1453_c0_g1_i1	616	434.878	0	0
lpl2_a_DN1453_c0_g2_i3	1434	1251.46	0	0
lpl2_a_DN1453_c0_g3_i2	990	807.457	1	2.86088
lpl2_a_DN1407_c0_g1_i1	1188	1005.46	0	0
lpl2_a_DN1407_c0_g2_i1	733	550.85	0	0
lpl2_a_DN1433_c0_g1_i1	564	383.856	0	0
lpl2_a_DN1433_c0_g2_i1	789	606.695	0	0
lpl2_a_DN1433_c0_g3_i1	658	476.438	0	0
lpl2_a_DN1462_c0_g1_i1	873	690.457	0	0
lpl2_a_DN1462_c0_g2_i1	510	331.158	0	0
lpl2_a_DN1446_c0_g1_i1	517	337.917	0	0
lpl2_a_DN1418_c0_g1_i2	1375	1192.46	0	0
lpl2_a_DN1413_c0_g1_i2	645	463.479	0	0
lpl2_a_DN1413_c0_g1_i4	1384	1201.46	1	1.9227
lpl2_a_DN1408_c0_g2_i1	638	456.479	0	0
lpl2_a_DN1482_c0_g1_i1	677	495.263	0	0
lpl2_a_DN1444_c0_g1_i1	1096	913.457	0	0
lpl2_a_DN1490_c0_g1_i1	1534	1351.46	2	3.41859
lpl2_a_DN1448_c0_g1_i1	1784	1601.46	0	0
lpl2_a_DN1420_c0_g1_i1	576	395.544	1	5.84015
lpl2_a_DN1421_c0_g1_i2	1173	990.457	0	0
lpl2_a_DN1499_c0_g1_i2	1687	1504.46	0	0
lpl2_a_DN1404_c0_g1_i1	1205	1022.46	0	0
lpl2_a_DN1404_c0_g2_i1	1297	1114.46	1	2.07279
lpl2_a_DN1428_c0_g2_i1	3815	3632.46	0	0
lpl2_a_DN1428_c0_g3_i1	4489	4306.46	0	0
lpl2_a_DN1469_c0_g1_i3	786	603.695	0	0
lpl2_a_DN1440_c2_g1_i1	805	622.64	0	0
lpl2_a_DN1440_c2_g2_i1	1561	1378.46	1	1.67581
lpl2_a_DN1455_c0_g1_i2	1041	858.457	0	0
lpl2_a_DN1464_c0_g1_i1	843	660.64	0	0
lpl2_a_DN1464_c0_g1_i2	1278	1095.46	0	0
lpl2_a_DN1450_c0_g1_i1	718	535.898	0	0
lpl2_a_DN1494_c0_g1_i1	1424	1241.46	1	1.86075
lpl2_a_DN1494_c0_g2_i1	1486	1303.46	0	0
lpl2_a_DN1437_c0_g1_i1	592	411.329	0	0
lpl2_a_DN1461_c0_g1_i1	959	776.457	0	0
lpl2_a_DN1493_c0_g1_i1	1663	1480.46	1	1.56035
lpl2_a_DN1493_c0_g2_i1	3165	2982.46	0	0
lpl2_a_DN1475_c0_g1_i1	838	655.64	0	0
lpl2_a_DN1449_c0_g1_i1	1784	1601.46	0	0
lpl2_a_DN1449_c0_g2_i1	1047	864.457	0	0
