target_id	length	eff_length	est_counts	tpm
lpl2_a_DN3710_c0_g1_i4	588	419.251	0	0
lpl2_a_DN3710_c0_g3_i1	506	338.505	0	0
lpl2_a_DN3775_c0_g1_i1	902	732.617	0	0
lpl2_a_DN3775_c0_g2_i1	618	448.962	0	0
lpl2_a_DN3775_c0_g2_i2	1586	1416.55	0	0
lpl2_a_DN3759_c0_g1_i1	2864	2694.55	1	0.803762
lpl2_a_DN3752_c0_g1_i1	679	509.8	0	0
lpl2_a_DN3767_c0_g1_i1	1973	1803.55	0	0
lpl2_a_DN3763_c0_g1_i1	1168	998.551	0	0
lpl2_a_DN3787_c0_g1_i1	1500	1330.55	0	0
lpl2_a_DN3793_c0_g1_i1	1162	992.551	0	0
lpl2_a_DN3799_c0_g1_i2	659	489.842	0	0
lpl2_a_DN3798_c0_g2_i2	2677	2507.55	0	0
lpl2_a_DN3780_c0_g1_i1	533	365.004	0	0
lpl2_a_DN3780_c0_g2_i1	719	549.667	0	0
lpl2_a_DN3796_c0_g1_i1	970	800.551	0	0
lpl2_a_DN3736_c0_g1_i1	519	351.304	0	0
lpl2_a_DN3772_c0_g1_i1	1250	1080.55	0	0
lpl2_a_DN3781_c0_g1_i1	1387	1217.55	0	0
lpl2_a_DN3797_c1_g1_i1	981	811.551	0	0
lpl2_a_DN3779_c0_g1_i1	537	368.943	0	0
lpl2_a_DN3747_c1_g1_i1	755	585.667	0	0
lpl2_a_DN3741_c1_g1_i1	857	687.617	0	0
lpl2_a_DN3782_c0_g1_i1	1141	971.551	0	0
lpl2_a_DN3776_c0_g1_i1	1081	911.551	0	0
lpl2_a_DN3771_c0_g2_i1	985	815.551	1	2.6556
lpl2_a_DN3742_c0_g1_i3	3914	3744.55	0	0
lpl2_a_DN3791_c0_g1_i1	606	437.037	0	0
lpl2_a_DN3762_c0_g1_i1	1170	1000.55	0	0
lpl2_a_DN3762_c0_g2_i1	573	404.389	0	0
lpl2_a_DN5_c0_g1_i2	14055	13885.6	161	25.1117
lpl2_a_DN89_c0_g1_i3	1909	1739.55	0	0
lpl2_a_DN89_c0_g2_i1	1124	954.551	0	0
lpl2_a_DN37_c0_g1_i1	7387	7217.55	6.18345	1.85548
lpl2_a_DN75_c0_g1_i3	1818	1648.55	1.32503	1.74075
lpl2_a_DN75_c0_g2_i1	1471	1301.55	0	0
lpl2_a_DN96_c0_g1_i10	6907	6737.55	0	0
lpl2_a_DN96_c0_g1_i3	6952	6782.55	0	0
lpl2_a_DN96_c0_g2_i1	6437	6267.55	1	0.345554
lpl2_a_DN96_c0_g3_i1	947	777.617	0	0
lpl2_a_DN8_c0_g1_i1	1662	1492.55	1	1.45106
lpl2_a_DN85_c0_g2_i1	2778	2608.55	0	0
lpl2_a_DN93_c0_g1_i2	3590	3420.55	2	1.26633
lpl2_a_DN93_c0_g2_i1	789	619.617	0	0
lpl2_a_DN10_c0_g1_i6	2288	2118.55	12	12.2675
lpl2_a_DN52_c0_g1_i1	745	575.667	0	0
lpl2_a_DN52_c0_g2_i1	635	465.962	0	0
lpl2_a_DN22_c0_g1_i32	703	533.713	2.15761	8.75547
lpl2_a_DN86_c0_g1_i1	15392	15222.6	10	1.42274
lpl2_a_DN47_c0_g1_i3	1024	854.551	0	0
lpl2_a_DN55_c0_g1_i1	1469	1299.55	0	0
lpl2_a_DN55_c0_g2_i2	2679	2509.55	0	0
lpl2_a_DN38_c0_g1_i2	2502	2332.55	0	0
lpl2_a_DN38_c0_g1_i4	2569	2399.55	1	0.902576
lpl2_a_DN51_c0_g1_i9	3183	3013.55	0	0
lpl2_a_DN68_c0_g1_i1	1272	1102.55	0	0
