target_id	length	eff_length	est_counts	tpm
lpl2_a_DN3710_c0_g1_i4	588	426.214	0	0
lpl2_a_DN3710_c0_g3_i1	506	344.766	0	0
lpl2_a_DN3775_c0_g1_i1	902	739.556	1	1.54928
lpl2_a_DN3775_c0_g2_i1	618	455.972	0	0
lpl2_a_DN3775_c0_g2_i2	1586	1423.56	0	0
lpl2_a_DN3759_c0_g1_i1	2864	2701.56	0	0
lpl2_a_DN3752_c0_g1_i1	679	516.709	0	0
lpl2_a_DN3767_c0_g1_i1	1973	1810.56	0	0
lpl2_a_DN3763_c0_g1_i1	1168	1005.56	0	0
lpl2_a_DN3787_c0_g1_i1	1500	1337.56	0	0
lpl2_a_DN3793_c0_g1_i1	1162	999.556	0	0
lpl2_a_DN3799_c0_g1_i2	659	496.757	0	0
lpl2_a_DN3798_c0_g2_i2	2677	2514.56	0	0
lpl2_a_DN3780_c0_g1_i1	533	371.569	0	0
lpl2_a_DN3780_c0_g2_i1	719	556.61	0	0
lpl2_a_DN3796_c0_g1_i1	970	807.556	0	0
lpl2_a_DN3736_c0_g1_i1	519	357.637	0	0
lpl2_a_DN3772_c0_g1_i1	1250	1087.56	0	0
lpl2_a_DN3781_c0_g1_i1	1387	1224.56	0	0
lpl2_a_DN3797_c1_g1_i1	981	818.556	0	0
lpl2_a_DN3779_c0_g1_i1	537	375.534	1	3.05107
lpl2_a_DN3747_c1_g1_i1	755	592.556	0	0
lpl2_a_DN3741_c1_g1_i1	857	694.556	0	0
lpl2_a_DN3782_c0_g1_i1	1141	978.556	0	0
lpl2_a_DN3776_c0_g1_i1	1081	918.556	0	0
lpl2_a_DN3771_c0_g2_i1	985	822.556	0	0
lpl2_a_DN3742_c0_g1_i3	3914	3751.56	0	0
lpl2_a_DN3791_c0_g1_i1	606	443.972	0	0
lpl2_a_DN3762_c0_g1_i1	1170	1007.56	1	1.13719
lpl2_a_DN3762_c0_g2_i1	573	411.214	0	0
lpl2_a_DN5_c0_g1_i2	14055	13892.6	767.764	63.3209
lpl2_a_DN89_c0_g1_i3	1909	1746.56	1	0.656023
lpl2_a_DN89_c0_g2_i1	1124	961.556	0	0
lpl2_a_DN37_c0_g1_i1	7387	7224.56	47	7.45398
lpl2_a_DN75_c0_g1_i3	1818	1655.56	0	0
lpl2_a_DN75_c0_g2_i1	1471	1308.56	0	0
lpl2_a_DN96_c0_g1_i10	6907	6744.56	6.45638	1.09682
lpl2_a_DN96_c0_g1_i3	6952	6789.56	9.54362	1.61055
lpl2_a_DN96_c0_g2_i1	6437	6274.56	1	0.182607
lpl2_a_DN96_c0_g3_i1	947	784.556	0	0
lpl2_a_DN8_c0_g1_i1	1662	1499.56	0	0
lpl2_a_DN85_c0_g2_i1	2778	2615.56	0	0
lpl2_a_DN93_c0_g1_i2	3590	3427.56	3	1.00286
lpl2_a_DN93_c0_g2_i1	789	626.556	0	0
lpl2_a_DN10_c0_g1_i6	2288	2125.56	11	5.92955
lpl2_a_DN52_c0_g1_i1	745	582.556	0	0
lpl2_a_DN52_c0_g2_i1	635	472.801	0	0
lpl2_a_DN22_c0_g1_i32	703	540.61	4.22299	8.95031
lpl2_a_DN86_c0_g1_i1	15392	15229.6	23	1.73038
lpl2_a_DN47_c0_g1_i3	1024	861.556	0	0
lpl2_a_DN55_c0_g1_i1	1469	1306.56	0	0
lpl2_a_DN55_c0_g2_i2	2679	2516.56	0	0
lpl2_a_DN38_c0_g1_i2	2502	2339.56	0.999993	0.489739
lpl2_a_DN38_c0_g1_i4	2569	2406.56	7.27778e-06	3.46501e-06
lpl2_a_DN51_c0_g1_i9	3183	3020.56	0	0
lpl2_a_DN68_c0_g1_i1	1272	1109.56	0	0
lpl2_a_DN68_c0_g2_i1	559	397.214	0	0
lpl2_a_DN44_c0_g1_i7	3132	2969.56	6926.25	2672.44
lpl2_a_DN18_c0_g1_i8	6303	6140.56	92.5902	17.2766
lpl2_a_DN46_c0_g1_i1	945	782.556	0	0
lpl2_a_DN46_c0_g4_i1	2470	2307.56	0	0
lpl2_a_DN2_c0_g1_i2	2818	2655.56	16	6.90345
lpl2_a_DN94_c0_g2_i1	2961	2798.56	0	0
lpl2_a_DN94_c0_g3_i1	850	687.556	0	0
lpl2_a_DN36_c0_g1_i1	2156	1993.56	2	1.14948
lpl2_a_DN36_c0_g2_i1	3414	3251.56	0	0
lpl2_a_DN26_c0_g1_i1	2852	2689.56	0	0
lpl2_a_DN26_c0_g2_i1	2924	2761.56	1	0.414904
lpl2_a_DN14_c0_g1_i28	1661	1498.56	17.061	13.0447
lpl2_a_DN14_c2_g1_i1	1535	1372.56	8.02071	6.69552
lpl2_a_DN7_c0_g1_i3	1170	1007.56	19.0022	21.6091
lpl2_a_DN87_c0_g1_i2	2020	1857.56	0	0
lpl2_a_DN87_c0_g1_i3	3115	2952.56	0	0
lpl2_a_DN87_c0_g2_i1	637	474.801	0	0
lpl2_a_DN87_c1_g1_i1	1200	1037.56	0	0
lpl2_a_DN87_c1_g2_i1	605	442.972	0	0
lpl2_a_DN97_c0_g1_i4	11321	11158.6	2.09083	0.21469
lpl2_a_DN97_c0_g1_i5	3637	3474.56	1	0.329763
lpl2_a_DN84_c0_g1_i1	744	581.556	2	3.94039
lpl2_a_DN12_c0_g1_i2	585	423.214	35.4142	95.8779
lpl2_a_DN28_c0_g1_i4	5108	4945.56	113.936	26.3966
lpl2_a_DN28_c1_g1_i1	12541	12378.6	75.6692	7.00407
lpl2_a_DN57_c0_g1_i1	579	417.214	1	2.74626
lpl2_a_DN34_c0_g1_i1	2565	2402.56	1	0.476901
lpl2_a_DN34_c0_g2_i1	1086	923.556	0	0
lpl2_a_DN66_c0_g1_i1	1380	1217.56	0	0
lpl2_a_DN66_c0_g2_i1	1142	979.556	0	0
lpl2_a_DN95_c0_g1_i4	6191	6028.56	1	0.190059
lpl2_a_DN95_c0_g2_i1	4030	3867.56	0	0
lpl2_a_DN92_c0_g1_i2	1124	961.556	0	0
lpl2_a_DN92_c0_g1_i3	882	719.556	0	0
lpl2_a_DN92_c1_g1_i1	2627	2464.56	0	0
lpl2_a_DN92_c1_g1_i3	1089	926.556	0	0
lpl2_a_DN92_c1_g1_i4	811	648.556	0	0
lpl2_a_DN92_c1_g2_i1	968	805.556	0	0
lpl2_a_DN70_c0_g1_i2	777	614.556	5.10114	9.51057
lpl2_a_DN70_c0_g1_i8	767	604.556	8.53095	16.1682
lpl2_a_DN27_c0_g1_i11	4502	4339.56	0	0
lpl2_a_DN27_c0_g1_i3	3636	3473.56	12.3418	4.07104
lpl2_a_DN27_c1_g1_i1	1126	963.556	0	0
lpl2_a_DN39_c0_g1_i6	3649	3486.56	14	4.6008
lpl2_a_DN74_c0_g1_i1	1099	936.556	0	0
lpl2_a_DN74_c0_g2_i1	1698	1535.56	0	0
lpl2_a_DN42_c0_g1_i12	4028	3865.56	6.8947	2.04364
lpl2_a_DN42_c1_g1_i7	8141	7978.56	35.8523	5.14866
lpl2_a_DN91_c1_g1_i1	696	533.709	29	62.258
lpl2_a_DN4_c0_g1_i1	3444	3281.56	36	12.5697
lpl2_a_DN54_c0_g1_i2	1644	1481.56	0	0
lpl2_a_DN54_c0_g1_i3	1663	1500.56	0	0
lpl2_a_DN31_c0_g1_i14	1042	879.556	76.3687	99.484
lpl2_a_DN31_c0_g1_i15	780	617.556	118.273	219.437
lpl2_a_DN64_c0_g1_i3	2674	2511.56	42	19.1605
lpl2_a_DN48_c0_g1_i2	1280	1117.56	0	0
lpl2_a_DN48_c0_g1_i4	844	681.556	1	1.68112
lpl2_a_DN24_c0_g1_i2	1458	1295.56	0	0
lpl2_a_DN24_c1_g1_i1	522	360.637	0	0
