hpl4_a_DN1025_c0_g1_i1	-
hpl4_a_DN1035_c0_g1_i2	-
hpl4_a_DN1038_c0_g2_i11	-
hpl4_a_DN1038_c0_g2_i14	-
hpl4_a_DN1038_c0_g2_i5	-
hpl4_a_DN108_c0_g1_i13	-
hpl4_a_DN11238_c0_g1_i1	GO:0005575,GO:0005618,GO:0005623,GO:0009277,GO:0009986,GO:0030312,GO:0044464,GO:0071944
hpl4_a_DN1220_c0_g1_i1	-
hpl4_a_DN124_c0_g1_i4	-
hpl4_a_DN12581_c0_g1_i1	-
hpl4_a_DN1318_c1_g1_i3	-
hpl4_a_DN1318_c1_g1_i5	-
hpl4_a_DN1351_c0_g2_i9	-
hpl4_a_DN1356_c1_g1_i3	-
hpl4_a_DN1356_c1_g1_i7	-
hpl4_a_DN1356_c1_g6_i1	-
hpl4_a_DN135_c0_g1_i1	GO:0000184,GO:0000956,GO:0002181,GO:0003674,GO:0003676,GO:0003700,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0005791,GO:0005829,GO:0005840,GO:0005844,GO:0005911,GO:0006139,GO:0006355,GO:0006364,GO:0006396,GO:0006401,GO:0006402,GO:0006412,GO:0006413,GO:0006518,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006914,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009506,GO:0009507,GO:0009536,GO:0009719,GO:0009725,GO:0009733,GO:0009889,GO:0009892,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010605,GO:0010629,GO:0010941,GO:0012505,GO:0015031,GO:0015833,GO:0015934,GO:0016020,GO:0016070,GO:0016071,GO:0016072,GO:0016236,GO:0019219,GO:0019222,GO:0019439,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0030054,GO:0030684,GO:0030687,GO:0030867,GO:0031090,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0031984,GO:0032991,GO:0033036,GO:0033365,GO:0034470,GO:0034613,GO:0034641,GO:0034645,GO:0034655,GO:0034660,GO:0042175,GO:0042221,GO:0042254,GO:0042273,GO:0042788,GO:0042886,GO:0042981,GO:0043043,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043523,GO:0043524,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044437,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045047,GO:0045184,GO:0046483,GO:0046700,GO:0046907,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051179,GO:0051234,GO:0051252,GO:0051641,GO:0051649,GO:0055044,GO:0060255,GO:0060548,GO:0061919,GO:0065007,GO:0070013,GO:0070727,GO:0070972,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0072599,GO:0072657,GO:0080090,GO:0090150,GO:0090304,GO:0097159,GO:0098552,GO:0098554,GO:0098556,GO:0098562,GO:0098588,GO:0098805,GO:0098827,GO:0140110,GO:1901214,GO:1901215,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1903506,GO:1990904,GO:2000112,GO:2001141
hpl4_a_DN1450_c3_g1_i1	-
hpl4_a_DN14577_c0_g1_i1	-
hpl4_a_DN1464_c0_g1_i1	-
hpl4_a_DN1487_c0_g1_i1	-
hpl4_a_DN14_c0_g1_i3	-
hpl4_a_DN151_c0_g1_i5	GO:0000166,GO:0001882,GO:0001883,GO:0002181,GO:0002182,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006414,GO:0006417,GO:0006448,GO:0006518,GO:0006807,GO:0008135,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009277,GO:0009889,GO:0009891,GO:0009893,GO:0009986,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019222,GO:0019538,GO:0030312,GO:0030445,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032268,GO:0032270,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0034248,GO:0034250,GO:0034641,GO:0034645,GO:0035639,GO:0035690,GO:0036094,GO:0042221,GO:0042493,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045727,GO:0045901,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051716,GO:0060255,GO:0065007,GO:0070887,GO:0071704,GO:0071944,GO:0080090,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990145,GO:1990904,GO:2000112
hpl4_a_DN16159_c0_g1_i1	-
hpl4_a_DN1629_c0_g1_i1	-
hpl4_a_DN1651_c0_g2_i1	-
hpl4_a_DN16827_c0_g1_i1	-
hpl4_a_DN175_c0_g1_i1	-
hpl4_a_DN17634_c0_g1_i1	-
hpl4_a_DN178_c1_g3_i2	-
hpl4_a_DN184_c0_g1_i3	-
hpl4_a_DN184_c0_g2_i2	-
hpl4_a_DN1859_c0_g1_i1	-
hpl4_a_DN1917_c0_g1_i2	-
hpl4_a_DN1917_c0_g1_i4	-
hpl4_a_DN19808_c0_g1_i1	GO:0003674,GO:0003824,GO:0004108,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005777,GO:0005975,GO:0006081,GO:0006082,GO:0006084,GO:0006091,GO:0006097,GO:0006099,GO:0006101,GO:0006139,GO:0006163,GO:0006195,GO:0006520,GO:0006536,GO:0006537,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009060,GO:0009064,GO:0009084,GO:0009109,GO:0009117,GO:0009150,GO:0009154,GO:0009166,GO:0009259,GO:0009261,GO:0009987,GO:0015980,GO:0016053,GO:0016740,GO:0016746,GO:0016999,GO:0017144,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0031974,GO:0032787,GO:0033865,GO:0033869,GO:0033875,GO:0034031,GO:0034032,GO:0034034,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035383,GO:0036440,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043603,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044273,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046356,GO:0046394,GO:0046434,GO:0046483,GO:0046487,GO:0046700,GO:0046912,GO:0051186,GO:0051187,GO:0055086,GO:0055114,GO:0070013,GO:0071704,GO:0072350,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901607
hpl4_a_DN20598_c0_g1_i1	-
hpl4_a_DN2075_c0_g1_i2	GO:0000702,GO:0002181,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003735,GO:0003824,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0005911,GO:0006139,GO:0006259,GO:0006281,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0006970,GO:0006974,GO:0008150,GO:0008152,GO:0008534,GO:0009058,GO:0009059,GO:0009506,GO:0009628,GO:0009651,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0019538,GO:0022626,GO:0022627,GO:0030054,GO:0031974,GO:0031981,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0055044,GO:0070013,GO:0071704,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904
hpl4_a_DN20882_c0_g1_i1	-
hpl4_a_DN21299_c0_g1_i1	-
hpl4_a_DN219_c0_g1_i2	-
hpl4_a_DN223_c0_g1_i6	-
hpl4_a_DN228_c1_g1_i10	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0008150,GO:0019222,GO:0031323,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043457,GO:0043467,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0065007
hpl4_a_DN2638_c12_g1_i1	-
hpl4_a_DN273_c0_g1_i3	-
hpl4_a_DN2852_c0_g1_i2	-
hpl4_a_DN2896_c0_g1_i4	-
hpl4_a_DN31125_c0_g1_i1	-
hpl4_a_DN3112_c0_g1_i1	-
hpl4_a_DN32735_c0_g1_i1	-
hpl4_a_DN328_c0_g1_i2	GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006325,GO:0006342,GO:0006355,GO:0006996,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010639,GO:0016043,GO:0016458,GO:0019219,GO:0019222,GO:0031056,GO:0031057,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031399,GO:0031400,GO:0031490,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0033043,GO:0033044,GO:0040029,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0065007,GO:0070013,GO:0071840,GO:0080090,GO:0097159,GO:1901363,GO:1902275,GO:1902679,GO:1903506,GO:1903507,GO:1905268,GO:2000112,GO:2000113,GO:2001141,GO:2001251
hpl4_a_DN3331_c3_g1_i1	-
hpl4_a_DN3605_c6_g1_i1	-
hpl4_a_DN367_c1_g1_i1	-
hpl4_a_DN3768_c1_g1_i2	-
hpl4_a_DN3813_c0_g1_i2	GO:0005575,GO:0005618,GO:0005623,GO:0009277,GO:0009986,GO:0030312,GO:0044464,GO:0071944
hpl4_a_DN4042_c0_g1_i10	-
hpl4_a_DN4042_c0_g1_i11	-
hpl4_a_DN4324_c0_g1_i2	-
hpl4_a_DN4324_c0_g1_i7	-
